record_num,data_source,source_page,phylum,class,order,family,genus,species,habitat,source,life hist,geo_location,lat,long,acclim_type,acclim_period,trait_category,trait,details,temp_1,temp_2,r1.1,r1.1_se,r1.1_N,r1.1_CV,r1.1_logCV,r1.2,r1.2_se,r1.2_N,r1.2_CV,r1.2_logCV,r2.1,r2.1_se,r2.1_N,r2.1_CV,r2.1_logCV,r2.2,r2.2_se,r2.2_N,r2.2_CV,r2.2_logCV,units,notes
p074_o,NA,NA,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Morehead City, NC, USA",34.70836716,-76.86383741,1,28,rest_MR,MR,rest,5,30,1.5,0.5,6,0.82,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2.5,6,0.27,-1.32,,
p074_o,NA,NA,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Morehead City, NC, USA",34.70836716,-76.86383741,1,28,rest_MR,MR,max,5,30,5,1,6,0.49,-0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,5,6,0.33,-1.12,,
p075_o,NA,NA,Chordata,Reptilia,Testudines,Cheloniidae,Caretta,caretta,m,w,a,"Tyrhennian Sea, Italy","41.42306138458337,",11.75015731,2,NA,rest_MR,MR,rest,15.7,25.4,0.82,0.26,9,0.95,-0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31,1.62,9,1.13,0.12,,
p076_o,NA,NA,Chordata,Agnatha,Petromyzontiformes,Petromyzontidae,Petromyzon,marinus,m,w,j,"Lake Ontario, Canada",43.7,-77.9,1,30,rest_MR,MR,rest,10,20,0.06,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,6,NA,NA,mg/g-1/h,
p076_o,NA,NA,Chordata,Agnatha,Petromyzontiformes,Petromyzontidae,Petromyzon,marinus,m,w,j,"Lake Ontario, Canada",43.7,-77.9,1,30,endurance,Swim,Ucrit,10,20,1.02,0.03,6,0.08,-2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,0.86,6,1.47,0.39,BL/s,
p077_o,NA,NA,Chordata,Amphibia,Anura,Ranidae,Rana,vergatipes,f,w,a,"Burlington, New Jersey",40.078366,-74.85251,1,6,rest_MR,MR,rest,5,15,0.02,0,24,0.86,-0.15,0.04,0.01,24,0.7,-0.36,0.02,0,24,0.41,-0.9,0.05,0,24,0.39,-0.94,cm3/g/h,
p077_o,NA,NA,Chordata,Amphibia,Anura,Ranidae,Rana,vergatipes,f,w,a,"Burlington, New Jersey",40.078366,-74.85251,1,6,rest_MR,MR,rest,5,25,0.02,0,24,0.86,-0.15,0.07,0.01,24,0.41,-0.9,0.02,0,24,0.49,-0.71,0.15,0.01,24,0.34,-1.09,cm3/g/h,
p077_o,NA,NA,Chordata,Amphibia,Anura,Ranidae,Rana,vergatipes,f,w,a,"Burlington, New Jersey",40.078366,-74.85251,1,6,rest_MR,MR,rest,15,25,0.05,0,24,0.39,-0.94,0.08,0.01,24,0.5,-0.69,0.04,0,24,0.49,-0.71,0.15,0.01,24,0.34,-1.09,cm3/g/h,
p078_o,NA,NA,Annelida,Polychaeta,Spionida,Spionidae,Marenzelleria,viridis,m,w,j,"Chester River MD, USA",39.05,-76.2,2,NA,sprint,swim,sprint,5,25,5.4,0.25,6,0.11,-2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,0.25,6,0.08,-2.54,,
p079_o,NA,NA,Chordata,Actinopterygii,Perciformes,Sparidae,Sparus,aurata,m,c,a,"Atmella de MAr, Tarragone, Spain",40.9,48.2,1,21,rest_MR,MR,rest,8,12,4,0.19,7,0.13,-2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,0.24,6,0.11,-2.25,,
p080_o,NA,NA,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,m,w,a,Asko,58.87932925,17.62924035,2,NA,rest_MR,MR,rest,3,17,7.82,0.78,4,0.2,-1.61,40.64,4.06,4,0.2,-1.61,3.13,0.31,4,0.2,-1.61,23.45,2.34,4,0.2,-1.61,it was Mytilus spp and changed,
p080_o,NA,NA,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,m,w,a,"Gulf of Gdansk, Poland",55.2,18.95,2,NA,rest_MR,MR,rest,3,17,4.69,0.47,4,0.2,-1.61,328.26,32.83,4,0.2,-1.61,1.56,0.16,4,0.2,-1.61,15.63,1.56,4,0.2,-1.61,it was Mytilus spp and changed,
p080_o,NA,NA,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,m,w,a,"Mecklenburg Bight, Germany",54.35281681,11.39997435,2,NA,rest_MR,MR,rest,3,17,7.82,0.78,4,0.2,-1.61,26.57,2.66,4,0.2,-1.61,12.51,1.25,4,0.2,-1.61,40.64,4.06,4,0.2,-1.61,it was Mytilus spp and changed,
p080_o,NA,NA,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,m,w,a,Grevelingenmeer,51.77075883,3.909322594,2,NA,rest_MR,MR,rest,10,17,18.76,1.88,4,0.2,-1.61,20.32,2.03,4,0.2,-1.61,3.13,0.31,4,0.2,-1.61,17.19,1.72,4,0.2,-1.61,it was Mytilus spp and changed,
p080_o,NA,NA,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,m,w,a,Westerschelde estuary,51.520711,3.172656,2,NA,rest_MR,MR,rest,10,17,9.38,0.94,4,0.2,-1.61,21.88,2.19,4,0.2,-1.61,2.5,0.25,4,0.2,-1.61,17.19,1.72,4,0.2,-1.61,it was Mytilus spp and changed,
p080_o,NA,NA,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,m,w,a,Pointe d'Aiguillon,46.201241,-1.933007,2,NA,rest_MR,MR,rest,10,17,25.64,2.56,4,0.2,-1.61,37.52,3.75,4,0.2,-1.61,10.94,1.09,4,0.2,-1.61,39.08,3.91,4,0.2,-1.61,it was Mytilus spp and changed,
p080_o,NA,NA,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,m,w,a,Bidasoa estuary,43.65567,-1.979297,2,NA,rest_MR,MR,rest,10,17,7.82,0.78,4,0.2,-1.61,6.88,0.69,4,0.2,-1.61,7.82,0.78,4,0.2,-1.61,20.32,2.03,4,0.2,-1.61,it was Mytilus spp and changed,
p080_o,NA,NA,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,m,w,a,Marseille,43.1,5.35,2,NA,rest_MR,MR,rest,14,24,26.57,2.66,4,0.2,-1.61,64.09,6.41,4,0.2,-1.61,23.45,2.34,4,0.2,-1.61,40.64,4.06,4,0.2,-1.61,it was Mytilus spp and changed,
p080_o,NA,NA,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,m,w,a,Golfo di Oristano,39.209582,8.326965,2,NA,rest_MR,MR,rest,14,24,25.01,2.5,4,0.2,-1.61,31.89,3.19,4,0.2,-1.61,42.2,4.22,4,0.2,-1.61,37.52,3.75,4,0.2,-1.61,it was Mytilus spp and changed,
p080_o,NA,NA,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,m,w,a,Santa Giusta lagoon,39.1,8.6,2,NA,rest_MR,MR,rest,14,24,26.57,2.66,4,0.2,-1.61,31.26,3.13,4,0.2,-1.61,20.32,2.03,4,0.2,-1.61,17.19,1.72,4,0.2,-1.61,it was Mytilus spp and changed,
p080_o,NA,NA,Mollusca,Bivalvia,Veneroida,Tellinidae,Limecola,balthica,m,w,a,Umea,63.2,20.25,2,NA,rest_MR,MR,rest,3,17,9.38,0.94,4,0.2,-1.61,23.45,2.34,4,0.2,-1.61,10.94,1.09,4,0.2,-1.61,26.57,2.66,4,0.2,-1.61,it was Macoma balthica,
p080_o,NA,NA,Mollusca,Bivalvia,Veneroida,Tellinidae,Limecola,balthica,m,w,a,Asko,58.87932925,17.62924035,2,NA,rest_MR,MR,rest,3,17,6.25,0.63,4,0.2,-1.61,24.38,2.44,4,0.2,-1.61,7.19,0.72,4,0.2,-1.61,15.63,1.56,4,0.2,-1.61,it was Macoma balthica,
p080_o,NA,NA,Mollusca,Bivalvia,Veneroida,Tellinidae,Limecola,balthica,m,w,a,"Gulf of Gdansk, Poland",55.2,18.95,2,NA,rest_MR,MR,rest,3,17,6.25,0.63,4,0.2,-1.61,31.26,3.13,4,0.2,-1.61,6.25,0.63,4,0.2,-1.61,25.01,2.5,4,0.2,-1.61,it was Macoma balthica,
p080_o,NA,NA,Mollusca,Bivalvia,Veneroida,Tellinidae,Limecola,balthica,m,w,a,"Mecklenburg Bight, Germany",54.35281681,11.39997435,2,NA,rest_MR,MR,rest,3,17,7.82,0.78,4,0.2,-1.61,21.88,2.19,4,0.2,-1.61,3.75,0.38,4,0.2,-1.61,29.7,2.97,4,0.2,-1.61,it was Macoma balthica,
p080_o,NA,NA,Mollusca,Bivalvia,Veneroida,Tellinidae,Limecola,balthica,m,w,a,Westerschelde estuary,51.520711,3.172656,2,NA,rest_MR,MR,rest,10,17,25.01,2.5,4,0.2,-1.61,28.14,2.81,4,0.2,-1.61,10.94,1.09,4,0.2,-1.61,26.57,2.66,4,0.2,-1.61,it was Macoma balthica,
p080_o,NA,NA,Mollusca,Bivalvia,Veneroida,Tellinidae,Limecola,balthica,m,w,a,Pointe d'Aiguillon,46.201241,-1.933007,2,NA,rest_MR,MR,rest,10,17,4.69,0.47,4,0.2,-1.61,25.01,2.5,4,0.2,-1.61,4.69,0.47,4,0.2,-1.61,31.26,3.13,4,0.2,-1.61,it was Macoma balthica,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,atripectoralis,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,max_MR,MR,max,29,32,63.15,9.47,5,0.34,-1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.34,11.3,5,0.34,-1.09,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,atripectoralis,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,rest_MR,MR,rest,29,32,9.07,0.73,5,0.18,-1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.69,0.78,5,0.18,-1.72,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,ternatensis,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,max_MR,MR,max,29,32,46.58,6.99,5,0.34,-1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02,6.75,5,0.34,-1.09,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,ternatensis,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,rest_MR,MR,rest,29,32,5.63,0.45,5,0.18,-1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88,0.55,5,0.18,-1.72,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,aruanus,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,max_MR,MR,max,29,32,52.83,7.93,5,0.34,-1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.15,8.72,5,0.34,-1.09,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,aruanus,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,rest_MR,MR,rest,29,32,6.88,0.55,5,0.18,-1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.13,0.65,5,0.18,-1.72,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,reticulatus,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,max_MR,MR,max,29,32,65.34,9.8,5,0.34,-1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,5.58,5,0.34,-1.09,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,reticulatus,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,rest_MR,MR,rest,29,32,7.82,0.63,5,0.18,-1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82,0.63,5,0.18,-1.72,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,azysron,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,max_MR,MR,max,29,32,41.27,6.19,5,0.34,-1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.76,5.06,5,0.34,-1.09,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,azysron,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,rest_MR,MR,rest,29,32,7.82,0.63,5,0.18,-1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82,0.63,5,0.18,-1.72,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,bankieri,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,max_MR,MR,max,29,32,52.21,7.83,5,0.34,-1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.52,8.63,5,0.34,-1.09,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,bankieri,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,rest_MR,MR,rest,29,32,6.88,0.55,5,0.18,-1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.44,0.68,5,0.18,-1.72,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,cyanomos,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,max_MR,MR,max,29,32,39.08,5.86,5,0.34,-1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,4.45,5,0.34,-1.09,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,cyanomos,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,rest_MR,MR,rest,29,32,4.69,0.38,5,0.18,-1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.13,0.65,5,0.18,-1.72,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,coelestis,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,max_MR,MR,max,29,32,70.97,10.64,5,0.34,-1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.28,9.94,5,0.34,-1.09,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,coelestis,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,rest_MR,MR,rest,29,32,8.13,0.65,5,0.18,-1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.57,0.93,5,0.18,-1.72,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,lepidogenys,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,max_MR,MR,max,29,32,22.82,3.42,5,0.34,-1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.13,3.47,5,0.34,-1.09,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,lepidogenys,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,rest_MR,MR,rest,29,32,4.38,0.35,5,0.18,-1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63,0.45,5,0.18,-1.72,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,moluccensis,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,max_MR,MR,max,29,32,36.58,5.49,5,0.34,-1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.89,4.78,5,0.34,-1.09,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,moluccensis,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,rest_MR,MR,rest,29,32,7.19,0.58,5,0.18,-1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82,0.63,5,0.18,-1.72,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,atripectoralis,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,endurance,swim,sustained,29,32,9.75,0.98,5,0.22,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.06,0.91,5,0.22,-1.5,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,ternatensis,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,endurance,swim,sustained,29,32,7.07,0.71,5,0.22,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28,0.63,5,0.22,-1.5,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,aruanus,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,endurance,swim,sustained,29,32,7.77,0.78,5,0.22,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.23,0.72,5,0.22,-1.5,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,reticulatus,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,endurance,swim,sustained,29,32,9.35,0.94,5,0.22,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74,0.67,5,0.22,-1.5,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,azysron,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,endurance,swim,sustained,29,32,6.12,0.61,5,0.22,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71,0.67,5,0.22,-1.5,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,bankieri,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,endurance,swim,sustained,29,32,7.65,0.77,5,0.22,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85,0.69,5,0.22,-1.5,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,cyanomos,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,endurance,swim,sustained,29,32,6.59,0.66,5,0.22,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02,0.5,5,0.22,-1.5,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,coelestis,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,endurance,swim,sustained,29,32,9.12,0.91,5,0.22,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46,0.65,5,0.22,-1.5,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,lepidogenys,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,endurance,swim,sustained,29,32,5.34,0.53,5,0.22,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,0.42,5,0.22,-1.5,,
p081_o,NA,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,moluccensis,m,w,a,"Lizard Island QLD, Australia",-14.65,145.45,1,21,endurance,swim,sustained,29,32,5.64,0.56,5,0.22,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.52,0.55,5,0.22,-1.5,,
p082_o,NA,NA,Chordata,Reptilia,Squamata,Viperidae,Vipera,berus,t,w,a,"Jutland, Denmark",56.15934328,9.288940481,1,90,rest_MR,MR,rest,5,25,10,0.4,30,0.22,-1.52,95,1.2,30,0.07,-2.67,22,1.2,30,0.3,-1.21,92,0.08,30,0,-5.35,ul/g/h,
p083_o,NA,NA,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,auratus,f,c,a,"Ontario,CA, USA",NA,NA,1,30,ATPase,Myofib ATPase,10,35,0.3,0.04,8,0.38,-0.98,0.68,0.1,8,0.42,-0.88,0.06,0.01,8,0.47,-0.75,0.57,0.06,8,0.3,-1.21,umolP/mg/min,,
p083_o,NA,NA,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,c,a,"Woods Hole, MA USA",NA,NA,1,30,ATPase,Myofib ATPase,10,35,0.31,0.02,8,0.18,-1.7,0.7,0.05,8,0.2,-1.6,0.23,0.03,8,0.37,-1,0.56,0.04,8,0.2,-1.6,umolP/mg/min,,
p083_o,NA,NA,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,auratus,f,c,a,"Ontario,CA, USA",NA,NA,1,30,sprint,swim,sprint,10,35,0.9,0.07,10,0.25,-1.4,NA,NA,NA,NA,NA,0.2,0.08,10,1.26,0.24,1,0.02,10,0.06,-2.76,m/s,
p083_o,NA,NA,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,c,a,"Woods Hole, MA USA",NA,NA,1,30,sprint,Swim,sprint,10,35,0.95,0.1,10,0.33,-1.1,NA,NA,NA,NA,NA,0.67,0.02,10,0.09,-2.36,0.98,0.1,10,0.32,-1.13,m/s,
p084_o,NA,NA,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,macrocephalus,m,c,a,"More og Romsdal, Norway",62.5,7.15,1,56,metabolic_enzyme,LDH,"muscle, white",6,14,162.2,5,36,0.18,-1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.9,6.4,54,0.17,-1.77,,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,CCO,muscle,18,38,8.53,0.66,9,0.23,-1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.77,0.98,9,0.2,-1.61,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,CCO,heart,18,38,10.56,0.79,9,0.22,-1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.81,1.25,9,0.22,-1.5,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,CCO,muscle,18,28,8.53,0.66,9,0.23,-1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.57,1.03,9,0.27,-1.32,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,CCO,heart,18,28,10.56,0.79,9,0.22,-1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.85,1.08,9,0.25,-1.38,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,CCO,muscle,28,38,11.57,1.03,9,0.27,-1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.77,0.98,9,0.2,-1.61,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,CCO,heart,28,38,12.85,1.08,9,0.25,-1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.81,1.25,9,0.22,-1.5,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,LDH,muscle,18,38,2.95,0.11,9,0.11,-2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,0.1,9,0.14,-1.97,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,LDH,heart,18,38,3.43,0.18,9,0.16,-1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,0.21,9,0.2,-1.61,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,LDH,muscle,18,28,2.95,0.11,9,0.11,-2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,0.1,9,0.16,-1.86,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,LDH,heart,18,28,3.43,0.18,9,0.16,-1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87,0.13,9,0.14,-2,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,LDH,muscle,28,38,1.93,0.1,9,0.16,-1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,0.1,9,0.14,-1.97,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,LDH,heart,28,38,2.87,0.13,9,0.14,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,0.21,9,0.2,-1.61,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,SDH,muscle,18,38,2.78,0.18,9,0.19,-1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,0.28,9,0.22,-1.52,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,SDH,heart,18,38,2.95,0.19,9,0.19,-1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96,0.35,9,0.21,-1.55,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,SDH,muscle,18,28,2.78,0.18,9,0.19,-1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43,0.25,9,0.22,-1.52,umol/mg/h,
p085_o,NA,NA,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,fulvipes,t,w,a,"Tirupati, India",13.660373,79.422333,1,21,metabolic_enzyme,SDH,heart,18,28,2.95,0.19,9,0.19,-1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82,0.26,9,0.2,-1.59,umol/mg/h,
