"paper","habitat","source","life.hist","lat","long","acclim_type","acclim_period","trait_category","trait","temp_1","temp_2","r1.1","r1.1_N","r1.2","r1.2_N","r2.1","r2.1_N","r2.2","r2.2_N","units","species_full","r1.1_sd","r1.2_sd","r2.1_sd","r2.2_sd","lnRR_Q10","V_lnRR_Q10","lnVR_Q10","V_lnVR_Q10","lnCVR_Q10","V_lnCVR_Q10","type"
"p173_o","f","c","a",34.69,135.5,1,60,"metabolic_enzyme","LDH",10,25,2,6,7,6,1.5,6,5.5,6,"delta/min/mg protein","Carassius auratus",0.734846922834953,1.22474487139159,0.734846922834953,1.95959179422654,0.835175312330245,0.0122675736961451,0.340550415843994,0.0888888888888889,-0.494624896486251,0.101156462585034,"acute"
"p176_o","m","c","j",10,110,1,102,"metabolic_enzyme","CS",15,30,0.8,5,1.75,5,0.5,5,1.05,5,"","Chiloscyllium plagiosum",0.178885438199983,0.559016994374947,0.156524758424985,0.223606797749979,0.521839559499755,0.0135147392290249,0.75962285545891,0.111111111111111,0.237783295959155,0.124625850340136,"acute"
"p176_o","m","c","j",10,110,1,102,"metabolic_enzyme","LDH",15,30,71,5,171,5,155,5,338,5,"","Chiloscyllium plagiosum",38.0131556174964,67.0820393249937,44.7213595499958,33.5410196624969,0.585989119640896,0.0391593760004189,0.378656025070626,0.111111111111111,-0.20733309457027,0.15027048711153,"acute"
"p177_o","m","w","a",44.604444,-124.05472,1,30,"rest_MR","MR",9,18,95,10,250,10,90,6,240,6,"ul/g/h","Strongylocentrotus purpuratus",31.6227766016838,126.491106406735,24.4948974278318,97.9795897113271,1.07509336251301,0.0452843609999658,1.54032706791099,0.137174211248285,0.465233705397983,0.182458572248251,"acute"
"p180_o","m","w","a",54.15,7.9,1,56,"rest_MR","MR",3,12,0.17,5,0.43,5,0.05,5,0.25,5,"","Zoarces viviparous",0.0670820393249937,0.290688837074973,0.0670820393249937,0.335410196624968,1.03109641293038,0.151287192195243,1.62926340977047,0.308641975308642,0.59816699684009,0.459929167503885,"acute"
"p183_o","f","c","a",56.34,2.8,1,42,"sprint","swim",9,30,8.24,5,4.59,5,4.73,5,14.32,5,"","Cyprinus carpio",2.41495341569977,0.603738353924943,2.1242645786248,3.33174128647469,-0.278628723737584,0.0046800494459001,-0.660140171961853,0.0566893424036281,-0.381511448224269,0.0613693918495282,"acute"
"p184_o","f","w","a",30.2375,-92.268,1,14,"cardiac","Heart rate",5,20,8,8,26.9,8,8.1,7,21.2,8,"bpm","Rana catesbeiana",0.848528137423857,4.24264068711929,1.3228756555323,4.5254833995939,0.808456496618638,0.00200695989552383,1.0729586082894,0.0634920634920635,0.264502111670762,0.0654990233875873,"acute"
"p184_o","f","w","a",30.2375,-92.268,1,14,"rest_MR","MR",5,20,15.5,8,38,8,19.7,7,53.3,7,"ul/g/h","Rana catesbeiana",3.39411254969543,7.35391052434009,3.70405183549043,5.55607775323564,0.59783075720079,0.00474453197638015,0.515459925488988,0.0634920634920635,-0.082370831711802,0.0682365954684436,"acute"
"p187_o","f","w","a",33.85,151.2,1,56,"sprint","jump",18,30,48,12,63,12,45,12,70,12,"cm","Limnodynastes peronii",8.66025403784439,10.3923048454133,3.46410161513775,6.92820323027551,0.226611429569701,0.0034585050744835,0.151934630661629,0.0631313131313131,-0.0746767989080725,0.0665898182057966,"acute"
"p187_o","f","w","j",33.85,151.2,1,42,"sprint","swim",10,24,0.25,15,0.52,15,0.17,15,0.45,15,"m/s","Limnodynastes peronii",0.0387298334620742,0.0774596669241483,0.0387298334620742,0.0774596669241483,0.523119924080876,0.00157106629634102,0.495105128971389,0.0364431486880466,-0.0280147951094866,0.0380142149843877,"acute"
"p187_o","f","w","a",33.85,151.2,1,56,"sprint","swim",18,30,0.92,12,1,12,0.9,12,0.94,12,"m/s","Limnodynastes peronii",0.103923048454133,0.0692820323027551,0.103923048454133,0.13856406460551,0.0694846741158758,0.0010161993278723,-0.337887590090137,0.0631313131313131,-0.407372264206013,0.0641475124591854,"acute"
"p188_o","f","c","j",15,25,1,28,"sprint","swim",12,30,0.22,12,0.38,12,0.16,12,0.52,12,"m/s","Xenopus laevis",0.0346410161513775,0.0692820323027551,0.0346410161513775,0.207846096908265,0.303635392426706,0.00149265395215198,0.385081766977747,0.0280583613916947,0.0814463745510418,0.0295510153438467,"acute"
"p188_o","f","c","a",15,25,1,42,"sprint","swim",10,25,0.98,10,1.27,10,0.6,10,1.32,10,"m/s","Xenopus laevis",0.126491106406735,0.158113883008419,0.0632455532033676,0.126491106406735,0.17281307185868,0.00142932249398212,0.148762367542807,0.0493827160493827,-0.0240507043158731,0.0508120385433648,"acute"
"p189_o","f","w","a",27.5,153.45,1,42,"sprint","swim",18,30,0.69,10,0.7,13,0.64,13,0.71,13,"","Gambusia holbrooki",0.221359436211787,0.180277563773199,0.14422205101856,0.252388589282479,0.0119906145434164,0.010690275199907,-0.171075086989556,0.0675154320987654,-0.183065701532972,0.0782057072986725,"acute"
"p189_o","f","w","a",27.5,153.45,1,42,"endurance","swim",18,30,0.28,13,0.32,13,0.18,13,0.33,13,"m/s","Gambusia holbrooki",0.0721110255092798,0.10816653826392,0.10816653826392,0.10816653826392,0.111276160520435,0.00964659952522676,0.337887590090137,0.0578703703703704,0.226611429569701,0.0675169698955971,"acute"
"p190_o","f","c","a",54.325,10.142556,1,30,"metabolic_enzyme","CCO",10,30,1412,5,3003,5,1096,5,2230,5,"nmol/mg protein/min","Cyprinus carpio",257.147817412476,597.030149992444,134.164078649987,317.52165280497,0.377302324965071,0.00363460763340225,0.4211582650185,0.0625,0.0438559400534282,0.0661346076334023,"acute"
"p191_o","t","w","a",-1.266667,36.8,1,30,"rest_MR","MR",20,35,29.3,4,44.9,4,14.5,4,46.3,4,"ml/kg/h","Malacochersus tornieri",4,2.8,1.6,4.2,0.284566852483458,0.0025029160582892,-0.237783295959155,0.148148148148148,-0.522350148442613,0.150651064206437,"acute"
"p192_o","t","w","j",24.1,120.55,1,10,"rest_MR","MR",22,32,0.95,10,2.3,10,0.6,10,2.1,10,"","Polypedates megacephalus",0.158113883008419,0.632455532033676,0.316227766016838,0.316227766016838,0.884202417322654,0.0103315197754609,1.38629436111989,0.111111111111111,0.502091943797236,0.121442630886572,"acute"
"p193_o","f","c","j",29.55,106.55,1,14,"rest_MR","MR",12.5,27.5,24.86,8,84.1,8,22.89,8,75.13,8,"","Silurus meridionalis",8.5418499167335,11.2005714139949,8.23072293301141,8.71155554421827,0.812497653930891,0.00754427894899121,0.180658129253074,0.0634920634920635,-0.631839524677818,0.0710363424410547,"acute"
"p194_o","m","w","a",54.5,10.4,1,28,"rest_MR","MR",3,12,0.6,7,1.17,7,0.45,7,1.08,7,"","Zoarces viviparous",0.317490157327751,0.476235235991626,0.634980314655502,1.269960629311,0.742032636195173,0.0786032580904376,0.450516786786849,0.205761316872428,-0.291515849408323,0.284364574962866,"acute"
"p194_o","m","w","a",58.95,5.7,1,28,"rest_MR","MR",3,12,0.45,7,1.14,7,0.6,7,0.9,7,"","Zoarces viviparous",0.158745078663875,0.476235235991626,0.476235235991626,0.317490157327751,1.03281773180464,0.0527265749385376,1.22068032074234,0.205761316872428,0.187862588937705,0.258487891810966,"acute"
"p198_o","t","w","a",39.55333,-95.520833,1,21,"rest_MR","MR",5,15,0.95,7,2.17,7,0.78,7,1.56,7,"ml/min/g","Euchemotrema leai",0.0793725393319377,0.13228756555323,0.13228756555323,0.185202591774521,0.826020461939919,0.00152813947114585,0.510825623765991,0.166666666666667,-0.315194838173928,0.168194806137813,"acute"
"p198_o","t","w","a",39.55333,-95.520833,1,21,"rest_MR","MR",5,25,0.95,7,3.38,7,0.61,7,2.45,7,"ml/min/g","Euchemotrema leai",0.0793725393319377,0.899555445761961,0.0529150262212918,0.185202591774521,0.634584501941239,0.00277898080999011,1.21387411797403,0.0416666666666667,0.579289616032787,0.0444456474766568,"acute"
"p198_o","t","w","a",39.55333,-95.520833,1,21,"rest_MR","MR",15,25,1.56,7,2.4,7,0.78,7,2.45,7,"ml/min/g","Euchemotrema leai",0.185202591774521,0.423320209770335,0.0264575131106459,0.185202591774521,0.430782916092454,0.00645792241946088,0.826678573184468,0.166666666666667,0.395895657092014,0.173124589086128,"acute"
"p2","f","c","j",44.765556,-69.556944,1,42,"muscle","muscle power",4,10,16.21,5,28.55,9,9.43,5,22.5,9,"W kg-1","Osmerus mordax",4.87462819094954,9.45,1.63232962357485,21.06,0.943381000590724,0.0840541670950018,1.10328484747934,0.520833333333333,0.159903846888615,0.604887500428335,"acute"
"p2","f","c","j",44.765556,-69.556944,1,42,"muscle","muscle shortening velocity",4,10,7.56,5,10.36,9,4.52,5,8.1,9,"muscle length s-1","Osmerus mordax",0.872066511224918,1.17,0.693181073024935,1.41,0.525135077733159,0.0113288325607788,0.489822220751766,0.520833333333333,-0.0353128569813935,0.532162165894112,"acute"
"p22","f","c","j",-26.8083,-65.2176,1,112,"rest_MR","metabolic rate",20,25,4.18,12,5.84,12,3.24,12,3.72,12,"micro g/min.g","Cherax quadricarinatus",0.866025403784439,1.21243556529821,0.692820323027551,0.554256258422041,0.668839100606941,0.0286754225410021,0.672944473242426,0.363636363636364,0.00410537263548408,0.392311786177366,"acute"
"p23","t","w","j",-46.9,37.75,1,7,"rest_MR","metabolic rate",5,10,38.49,18,61.72,18,34.54,18,66.52,18,"microW","Pringleophaga marioni",24.3951839509359,31.3955410846827,19.3040151263927,35.0442120756053,0.944419120398611,0.146769329914752,0.50456029080173,0.235294117647059,-0.43985882959688,0.382063447561811,"acute"
"p24","m","w","a",46.1833,-62,1,28,"mito_oxidation","S3 mito respiration",5,15,2.09,7,4.59,7,3.11,7,5.87,7,"pmol O2/mg tissue.s","Fundulus heteroclitus",1.08475803753648,0.687895340876794,0.820182906430023,1.48162073419617,0.786715958095734,0.0416921936507108,-0.455475528682826,0.166666666666667,-1.24219148677856,0.208358860317377,"acute"
"p24","m","w","a",31.0333,-81.4167,1,28,"mito_oxidation","S3 mito respiration",15,33,6.84,7,11.48,7,4.64,7,6.84,7,"pmol O2/mg tissue.s","Fundulus heteroclitus",2.16951607507296,1.48162073419617,1.21704560308971,4.31257463703528,0.287677032920534,0.00517020972051419,-0.211870864738391,0.051440329218107,-0.499547897658925,0.0566105389386212,"acute"
"p24","m","w","a",46.1833,-62,1,28,"mito_oxidation","S3 mito respiration",5,15,0.85,7,2.03,7,1.23,7,2.69,7,"pmol O2/mg tissue.s","Fundulus heteroclitus",0.555607775323564,0.555607775323564,0.423320209770335,0.71435285398744,0.870554722551471,0.0717396080625717,0,0.166666666666667,-0.870554722551471,0.238406274729238,"acute"
"p24","m","w","a",31.0333,-81.4167,1,28,"mito_oxidation","S3 mito respiration",15,33,2.88,7,6.37,7,1.57,7,4.08,7,"pmol O2/mg tissue.s","Fundulus heteroclitus",0.502692749102272,1.13767306375777,1.13767306375777,0.978927985093899,0.441005097464565,0.00274972652705453,0.453756186959512,0.051440329218107,0.0127510894949469,0.0541900557451615,"acute"
"p24","m","w","a",46.1833,-62,1,28,"mito_leak","S4 mito respiration",5,15,0.35,7,0.98,7,0.24,7,0.87,7,"pmol O2/mg tissue.s","Fundulus heteroclitus",0.370405183549043,0.423320209770335,0.423320209770335,0.502692749102272,1.02961941718116,0.186655560183257,0.133531392624523,0.166666666666667,-0.896088024556636,0.353322226849924,"acute"
"p24","m","w","a",31.0333,-81.4167,1,28,"mito_leak","S4 mito respiration",15,33,1.06,7,5.42,7,0.54,7,3.36,7,"pmol O2/mg tissue.s","Fundulus heteroclitus",0.634980314655502,1.13767306375777,0.634980314655502,1.42870570797488,0.906570504070877,0.0177648034112818,0.323970158525343,0.051440329218107,-0.582600345545535,0.0692051326293888,"acute"
"p24","m","w","a",46.1833,-62,1,28,"mito_leak","S4 mito respiration",5,15,0.2,7,0.44,7,0.18,7,0.64,7,"pmol O2/mg tissue.s","Fundulus heteroclitus",0.264575131106459,0.264575131106459,0.317490157327751,0.185202591774521,0.78845736036427,0.301652892561983,0,0.166666666666667,-0.78845736036427,0.46831955922865,"acute"
"p24","m","w","a",31.0333,-81.4167,1,28,"mito_leak","S4 mito respiration",15,33,0.61,7,2.95,7,0.51,7,1.75,7,"pmol O2/mg tissue.s","Fundulus heteroclitus",0.291032644217105,0.396862696659689,0.211660104885167,0.44977772288098,0.875611940092505,0.0108344457506208,0.172308293502133,0.051440329218107,-0.703303646590372,0.0622747749687278,"acute"
"p25","m","w","a",46.1833,-62,1,28,"mito_oxidation","S3 mito respiration",5,15,5.5,8,35.46,8,4.4,8,24.74,8,"nmol O2/min.mg protein","Fundulus heteroclitus",4.66690475583121,9.33380951166243,3.87494516090228,3.87494516090228,1.86365720840764,0.0986606485895311,0.693147180559945,0.142857142857143,-1.17051002784769,0.241517791446674,"acute"
"p25","m","w","a",46.1833,-62,1,28,"mito_leak","S4 mito respiration",5,15,1.31,8,4.49,8,1.31,8,2.97,8,"nmol O2/min.mg protein","Fundulus heteroclitus",1.5556349186104,2.1496046148071,1.5556349186104,2.34759451353934,1.2318255645411,0.204922430568322,0.32340015505386,0.142857142857143,-0.908425409487243,0.347779573425465,"acute"
"p30","t","w","a",-33.992,18.82,1,14,"max_MR","active metabolic rate",15,25,0.57,10,1.01,10,0.39,10,0.85,10,"ml CO2/g.h","Hyperolius marmoratus",0.316227766016838,0.474341649025257,0.126491106406735,0.442718872423573,0.572069249006709,0.0528353622504677,0.405465108108164,0.111111111111111,-0.166604140898545,0.163946473361579,"acute"
"p30","t","w","a",-33.992,18.82,1,14,"rest_MR","resting metabolic rate",15,25,0.05,9,0.11,9,0.06,9,0.11,9,"ml CO2/g.h","Hyperolius marmoratus",0.03,0.06,0.06,0.06,0.78845736036427,0.0730578512396694,0.693147180559945,0.125,-0.0953101798043249,0.198057851239669,"acute"
"p35","m","w","a",69.2,-105.0833,1,180,"cardiac","maximal heart rate",0.5,6.5,26.22,10,43.14,10,20.97,10,35.32,10,"bpm","Boreogadus saida",2.90929544735491,6.70402863955696,3.79473319220206,4.07933818161721,0.829880271042428,0.0101281010517949,1.39132949603829,0.308641975308642,0.561449224995859,0.318770076360437,"acute"
"p35","m","w","a",69.2,-105.0833,1,30,"max_MR","maximal metabolic rate",1,6.5,164.23,8,172.69,8,151.43,8,213.06,8,"mgO2/kg.h","Boreogadus saida",7.35391052434009,9.81464212286928,11.0591500577576,17.7908066146535,0.0913276277220164,0.00216329317149178,0.524805725329693,0.472255017709563,0.433478097607677,0.474418310881055,"acute"
"p35","m","w","a",69.2,-105.0833,1,30,"rest_MR","resting metabolic rate",1,6.5,54.44,8,84.03,8,38.19,8,72.36,8,"mgO2/kg.h","Boreogadus saida",7.86302740679441,6.27910821693654,7.46704760932994,13.350176028802,0.78922672755793,0.0109277524627056,-0.408988603306104,0.472255017709563,-1.19821533086403,0.483182770172269,"acute"
"p40","m","w","a",69.250684,-53.538785,1,7,"cardiac","Heart rate",1,6,28.1,6,40,6,37.1,6,41,6,"beats/min","Myoxocephalus scorpius",2.6944387170615,3.91918358845308,4.89897948556636,7.59341820262785,0.706219755548472,0.0125296082876357,0.749386898882821,0.8,0.0431671433343488,0.812529608287636,"acute"
"p40","m","w","a",69.250684,-53.538785,1,7,"cardiac","Stroke volume",1,6,1.92,6,1.4,6,1.32,6,2.12,6,"L/kg","Myoxocephalus scorpius",0.367423461417477,0.220454076850486,0.318433666561813,0.342928563989645,-0.631705898836955,0.040944674744898,-1.02165124753198,0.8,-0.389945348695027,0.840944674744898,"acute"
"p41","m","w","a",-32.738266,152.065412,1,14,"metabolic_enzyme","COX Activity",22,27,1.55,9,1.84,9,1.92,9,2.33,9,"umol/g/min","Saccostrea glomerata",0.6,0.72,0.78,0.9,0.343021281379478,0.134650224541622,0.364643113587909,0.5,0.0216218322084309,0.634650224541622,"acute"
"p41","m","w","a",-32.738266,152.065412,1,14,"metabolic_enzyme","COX Activity",22,27,1.17,9,1.38,9,1.37,9,1.41,9,"umol/g/min","Crassostrea gigas",0.27,0.3,0.33,0.48,0.330159500718897,0.0446726298114985,0.210721031315653,0.5,-0.119438469403244,0.544672629811499,"acute"
"p41","m","w","a",-32.738266,152.065412,1,14,"metabolic_enzyme","COX Activity",22,27,13.86,9,14.35,9,10.44,9,10.81,9,"umol/g/min","Saccostrea glomerata",5.43,5.73,3.33,3.63,0.0694858968877461,0.139080248958053,0.107552793561608,0.5,0.0380668966738623,0.639080248958053,"acute"
"p41","m","w","a",-32.738266,152.065412,1,14,"metabolic_enzyme","COX Activity",22,27,18.81,9,16.01,9,24.18,9,20.24,9,"umol/g/min","Crassostrea gigas",7.23,6.9,9.9,8.67,-0.322350232608631,0.148215386096573,-0.0934352491349196,0.5,0.228914983473711,0.648215386096573,"acute"
"p41","m","w","a",-32.738266,152.065412,1,14,"metabolic_enzyme","CS Activity",22,27,3.11,9,4.24,9,3.46,9,4.34,9,"umol/g/min","Saccostrea glomerata",0.66,0.87,0.51,0.87,0.619881086105447,0.038728510797126,0.552506753256316,0.5,-0.0673743328491315,0.538728510797126,"acute"
"p41","m","w","a",-32.738266,152.065412,1,14,"metabolic_enzyme","CS Activity",22,27,3.79,9,4.35,9,3.38,9,3.84,9,"umol/g/min","Crassostrea gigas",0.57,1.14,0.69,0.99,0.275619652012515,0.0405773479275669,1.38629436111989,0.5,1.11067470910738,0.540577347927567,"acute"
"p41","m","w","a",-32.738266,152.065412,1,14,"metabolic_enzyme","CS Activity",22,27,15.92,9,19.13,9,14.33,9,17.5,9,"umol/g/min","Saccostrea glomerata",1.53,3.03,3.03,3.15,0.367363206071849,0.0152549568671488,1.36658976823387,0.5,0.999226562162019,0.515254956867149,"acute"
"p41","m","w","a",-32.738266,152.065412,1,14,"metabolic_enzyme","CS Activity",22,27,20.96,9,25.89,9,22.11,9,27.33,9,"umol/g/min","Crassostrea gigas",4.86,3.54,3.57,6.93,0.42248186862121,0.0322042368519772,-0.633823421533439,0.5,-1.05630529015465,0.532204236851977,"acute"
"p41","m","w","a",-32.738266,152.065412,1,14,"metabolic_enzyme","LDH Activity",22,27,3.95,9,4.94,9,5.38,9,6.48,9,"umol/g/min","Saccostrea glomerata",1.2,1.26,1.8,1.92,0.447299504573601,0.0699328342784269,0.0975803283388637,0.5,-0.349719176234738,0.569932834278427,"acute"
"p41","m","w","a",-32.738266,152.065412,1,14,"metabolic_enzyme","LDH Activity",22,27,16.87,9,18.36,9,15.61,9,18.14,9,"umol/g/min","Crassostrea gigas",4.17,3.93,6.6,7.53,0.169274977268935,0.0475193267369344,-0.11855321985908,0.5,-0.287828197128015,0.547519326736934,"acute"
"p41","m","w","a",-32.738266,152.065412,1,14,"metabolic_enzyme","LDH Activity",22,27,0.73,9,0.71,9,0.71,9,0.65,9,"umol/g/min","Saccostrea glomerata",0.21,0.21,0.24,0.24,-0.0555591282141514,0.0756610580256347,0,0.5,0.0555591282141513,0.575661058025635,"acute"
"p41","m","w","a",-32.738266,152.065412,1,14,"metabolic_enzyme","LDH Activity",22,27,0.61,9,0.61,9,0.84,9,0.68,9,"umol/g/min","Crassostrea gigas",0.15,0.15,0.24,0.27,0,0.0537489922063961,0,0.5,0,0.553748992206396,"acute"
"p42","f","c","a",49.154938,-123.092218,1,21,"cardiac","Heart Rate",20,28,82.48,5,129.54,7,85.9,15,163.03,15,"beats/min","Carassius auratus",61.8272795778692,46.7504256665113,33.8111446123908,59.9150523658287,0.564292342557583,0.204668040786138,-0.349401654157665,0.325520833333333,-0.913693996715248,0.530188874119472,"acute"
"p42","f","c","a",49.154938,-123.092218,1,21,"max_MR","Max MO2",20,28,10.4,4,10.97,5,3.93,4,10.78,4,"umol/hr/g","Carassius auratus",3.32,4.2261684774746,2.8,4.02,0.0666980851747649,0.0861878844575075,0.301663752950255,0.455729166666667,0.23496566777549,0.541917051124174,"acute"
"p42","f","c","a",49.154938,-123.092218,1,21,"rest_MR","Min MO2",20,28,5.56,5,8.12,4,2.31,5,3.98,4,"umol/hr/g","Carassius auratus",2.32551069659978,2.84,1.90065778087482,1.76,0.47341505738887,0.102452732479357,0.249830478503479,0.455729166666667,-0.223584578885391,0.558181899146024,"acute"
"p47","f","w","j",35.210507,-85.930942,1,4,"sprint","Burst swim speed",8,26,0.46,10,0.48,10,0.33,10,0.52,10,"m/s","Lithobates clamitans",0.0632455532033676,0.0948683298050514,0.0948683298050514,0.126491106406735,0.0236442302326644,0.00178907690377838,0.225258393393425,0.0342935528120713,0.20161416316076,0.0360826297158497,"acute"
"p47","f","w","j",35.210507,-85.930942,1,4,"metabolic_enzyme","CCO activity",8,26,3.81,9,7.2,9,0.9,9,2.31,9,"units/gr wet wt","Lithobates clamitans",1.05,2.7,0.18,0.45,0.353584353824111,0.00742713140947544,0.524700893800473,0.0385802469135803,0.171116539976362,0.0460073783230557,"acute"
"p47","f","w","j",35.210507,-85.930942,1,4,"metabolic_enzyme","CS activity",8,26,2.36,9,5.55,9,1.44,9,3.33,9,"units/gr wet wt","Lithobates clamitans",0.36,0.6,0.3,0.51,0.475075727067125,0.00119878390133707,0.283792013203328,0.0385802469135803,-0.191283713863796,0.0397790308149173,"acute"
"p47","f","w","j",35.210507,-85.930942,1,4,"metabolic_enzyme","LDH activity",8,26,57.46,6,212.96,6,38.95,10,113.82,10,"units/gr wet wt","Lithobates clamitans",14.6969384566991,46.5403051128804,14.8310822261897,33.0774243253612,0.727786278386477,0.00582209821291721,0.640377505521325,0.0617283950617284,-0.0874087728651513,0.0675504932746456,"acute"
"p47","f","w","j",35.210507,-85.930942,1,4,"rest_MR","Oxygen consumption",8,26,0.06,8,0.15,9,0.05,7,0.15,10,"mL O2/g/hr","Lithobates clamitans",0.0282842712474619,0.03,0.0264575131106459,0.0316227766016838,0.509050406596753,0.00994513031550069,0.0327175099045509,0.0413359788359788,-0.476332896692202,0.0512811091514795,"acute"
"p54","t","w","a",-46.889091,37.75276,1,7,"sprint","locomoter speed",5,15,2,28,4.05,28,1.75,28,3.96,28,"mm/sec","Pringleophaga marioni",0.476235235991626,1.05830052442584,0.846640419540669,1.48162073419617,0.705569700558502,0.00446365264441396,0.798507696217772,0.037037037037037,0.0929379956592694,0.041500689681451,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"max_MR","active metabolic rate",18,28,1.03,6,1.68,6,0.9,5,2.39,6,"umol O2/min/gram","Gambusia holbrooki",0.391918358845308,0.514392845984467,0.290688837074973,1.6166632302369,0.489234991173623,0.0397554552738241,0.271933715483642,0.2,-0.217301275689981,0.239755455273824,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"max_MR","active metabolic rate",18,28,1.29,6,2.54,7,1.03,5,1.11,5,"umol O2/min/gram","Gambusia holbrooki",0.342928563989645,1.50807824730682,0.402492235949962,0.0894427190999916,0.677521862656864,0.0621377390522343,1.48106927813292,0.183333333333333,0.803547415476056,0.245471072385568,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"max_MR","active metabolic rate",18,28,1.15,8,1.09,8,1.08,8,1.11,8,"umol O2/min/gram","Gambusia holbrooki",0.311126983722081,0.197989898732233,0.282842712474619,0.14142135623731,-0.0535842461341062,0.0132735703412973,-0.451985123743057,0.142857142857143,-0.398400877608951,0.15613071319844,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"max_MR","active metabolic rate",18,28,1.21,8,0.95,7,0.88,8,1.34,8,"umol O2/min/gram","Gambusia holbrooki",0.339411254969543,0.291032644217105,0.367695526217005,0.480832611206852,-0.2419136539962,0.0232425959733235,-0.153777073301891,0.154761904761905,0.0881365806943093,0.178004500735228,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"antiox","Catalase activity",18,28,0.81,6,0.82,6,0.68,6,0.56,6,"unit/mg/tissue","Gambusia holbrooki",0.0734846922834953,0.146969384566991,0.0979795897113271,0.146969384566991,0.0122700925918142,0.00672569809106703,0.693147180559945,0.2,0.680877087968131,0.206725698091067,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"antiox","Catalase activity",18,28,0.81,6,0.73,6,0.93,6,0.83,6,"unit/mg/tissue","Gambusia holbrooki",0.195959179422654,0.122474487139159,0.220454076850486,0.171464281994822,-0.103989713524048,0.0144459222684046,-0.470003629245736,0.2,-0.366013915721688,0.214445922268405,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"antiox","Catalase activity",18,28,0.47,6,0.4,6,0.62,6,0.58,6,"unit/mg/tissue","Gambusia holbrooki",0.0979795897113271,0.0734846922834953,0.0979795897113271,0.122474487139159,-0.161268147596122,0.0128680964237211,-0.287682072451781,0.2,-0.126413924855659,0.212868096423721,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"antiox","Catalase activity",18,28,0.55,6,0.46,6,0.56,6,0.44,6,"unit/mg/tissue","Gambusia holbrooki",0.171464281994822,0.26944387170615,0.122474487139159,0.146969384566991,-0.178691788743376,0.0733817119467575,0.451985123743057,0.2,0.630676912486433,0.273381711946757,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"rest_MR","resting metabolic rate",18,28,0.07,6,0.11,6,0.11,5,0.29,6,"umol O2/min/gram","Gambusia holbrooki",0.0244948974278318,0.0489897948556636,0.111803398874989,0.122474487139159,0.451985123743057,0.0534660145049755,0.693147180559945,0.2,0.241162056816888,0.253466014504976,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"rest_MR","resting metabolic rate",18,28,0.19,6,0.21,7,0.08,5,0.18,5,"umol O2/min/gram","Gambusia holbrooki",0.0979795897113271,0.0793725393319377,0.0447213595499958,0.0894427190999916,0.100083458556982,0.0647294929051953,-0.210606732538152,0.183333333333333,-0.310690191095134,0.248062826238529,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"rest_MR","resting metabolic rate",18,28,0.06,8,0.14,8,0.05,8,0.12,8,"umol O2/min/gram","Gambusia holbrooki",0.0282842712474619,0.0848528137423857,0.0282842712474619,0.0565685424949238,0.847297860387204,0.0736961451247166,1.09861228866811,0.142857142857143,0.251314428280906,0.216553287981859,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"rest_MR","resting metabolic rate",18,28,0.09,8,0.12,7,0.08,8,0.1,8,"umol O2/min/gram","Gambusia holbrooki",0.0282842712474619,0.0529150262212918,0.0565685424949238,0.0565685424949238,0.287682072451781,0.0401234567901235,0.626381484247684,0.154761904761905,0.338699411795903,0.194885361552028,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"antiox","SOD activity",18,28,0.63,6,2.09,6,0.59,6,1.28,6,"unit/mg/tissue","Gambusia holbrooki",0.171464281994822,0.440908153700972,0.220454076850486,0.26944387170615,1.19919952557328,0.0197630916173685,0.944461608840851,0.2,-0.254737916732427,0.219763091617368,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"antiox","SOD activity",18,28,0.8,6,1.92,6,1.12,6,2.86,6,"unit/mg/tissue","Gambusia holbrooki",0.318433666561813,0.538887743412299,0.293938769133981,0.734846922834953,0.8754687373539,0.0395355902777778,0.526093095896779,0.2,-0.349375641457121,0.239535590277778,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"antiox","SOD activity",18,28,1.34,6,2.02,6,1.09,6,2.79,6,"unit/mg/tissue","Gambusia holbrooki",0.587877538267963,0.661362230551458,0.612372435695794,1.20024997396376,0.410427897450293,0.0499443094010871,0.117783035656384,0.2,-0.29264486179391,0.249944309401087,"acute"
"p67","f","w","j",-34.10194444,151.1008333,2,28,"antiox","SOD activity",18,28,1.16,6,2.4,6,1.03,6,2.54,6,"unit/mg/tissue","Gambusia holbrooki",0.293938769133981,0.440908153700972,0.220454076850486,0.367423461417477,0.727048732235627,0.0163265457788347,0.405465108108165,0.2,-0.321583624127462,0.216326545778835,"acute"
