"record_num","phylum","class","order","family","habitat","source","life.hist","lat","long","acclim_type","acclim_period","trait_category","trait","temp_1","temp_2","r1.1","r1.1_N","r1.2","r1.2_N","r2.1","r2.1_N","r2.2","r2.2_N","units","species_full","r1.2_sd","r2.2_sd","lnCVR_Q10_acute_t2","lnCVR_Q10_acclim","obs","name","effect_size","V","type"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","CS",5,15,NA,NA,4.12,12,NA,NA,2.26,12,"","Salmo trutta",0.381051177665153,0.519615242270663,NA,NA,827,"lnVR_Q10_acclim",NA,NA,"acclim"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","CS",5,15,NA,NA,4.12,12,NA,NA,2.26,12,"","Salmo trutta",0.381051177665153,0.519615242270663,NA,NA,828,"lnCVR_Q10_acute_t1",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,4.01,12,NA,NA,7.23,12,"","Salmo trutta",1.66276877526612,2.11310198523403,NA,NA,829,"r1.1_sd",NA,NA,"acclim"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,4.01,12,NA,NA,7.23,12,"","Salmo trutta",1.66276877526612,2.11310198523403,NA,NA,830,"r2.1_sd",NA,NA,"acclim"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,4.01,12,NA,NA,7.23,12,"","Salmo trutta",1.66276877526612,2.11310198523403,NA,NA,831,"lnRR_Q10_acute_t1",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,4.01,12,NA,NA,7.23,12,"","Salmo trutta",1.66276877526612,2.11310198523403,NA,NA,832,"lnRR_Q10_acute_t2",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,4.01,12,NA,NA,7.23,12,"","Salmo trutta",1.66276877526612,2.11310198523403,NA,NA,833,"lnRR_Q10_acclim",NA,NA,"acclim"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,4.01,12,NA,NA,7.23,12,"","Salmo trutta",1.66276877526612,2.11310198523403,NA,NA,834,"lnVR_Q10_acute_t1",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,4.01,12,NA,NA,7.23,12,"","Salmo trutta",1.66276877526612,2.11310198523403,NA,NA,835,"lnVR_Q10_acute_t2",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,4.01,12,NA,NA,7.23,12,"","Salmo trutta",1.66276877526612,2.11310198523403,NA,NA,836,"lnVR_Q10_acclim",NA,NA,"acclim"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,4.01,12,NA,NA,7.23,12,"","Salmo trutta",1.66276877526612,2.11310198523403,NA,NA,837,"lnCVR_Q10_acute_t1",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,21.85,12,NA,NA,35.52,12,"","Salmo trutta",8.66025403784439,11.9511505722253,NA,NA,838,"r1.1_sd",NA,NA,"acclim"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,21.85,12,NA,NA,35.52,12,"","Salmo trutta",8.66025403784439,11.9511505722253,NA,NA,839,"r2.1_sd",NA,NA,"acclim"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,21.85,12,NA,NA,35.52,12,"","Salmo trutta",8.66025403784439,11.9511505722253,NA,NA,840,"lnRR_Q10_acute_t1",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,21.85,12,NA,NA,35.52,12,"","Salmo trutta",8.66025403784439,11.9511505722253,NA,NA,841,"lnRR_Q10_acute_t2",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,21.85,12,NA,NA,35.52,12,"","Salmo trutta",8.66025403784439,11.9511505722253,NA,NA,842,"lnRR_Q10_acclim",NA,NA,"acclim"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,21.85,12,NA,NA,35.52,12,"","Salmo trutta",8.66025403784439,11.9511505722253,NA,NA,843,"lnVR_Q10_acute_t1",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,21.85,12,NA,NA,35.52,12,"","Salmo trutta",8.66025403784439,11.9511505722253,NA,NA,844,"lnVR_Q10_acute_t2",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,21.85,12,NA,NA,35.52,12,"","Salmo trutta",8.66025403784439,11.9511505722253,NA,NA,845,"lnVR_Q10_acclim",NA,NA,"acclim"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"metabolic_enzyme","PFK",5,15,NA,NA,21.85,12,NA,NA,35.52,12,"","Salmo trutta",8.66025403784439,11.9511505722253,NA,NA,846,"lnCVR_Q10_acute_t1",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"endurance","swim",5,15,1.95,12,NA,NA,NA,NA,2.1,12,"","Salmo trutta",NA,0.41569219381653,NA,0.464888528578965,847,"r1.1_sd",0.242487113059643,0.0954630229355504,"acclim"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"endurance","swim",5,15,1.95,12,NA,NA,NA,NA,2.1,12,"","Salmo trutta",NA,0.41569219381653,NA,0.464888528578965,848,"r2.1_sd",NA,0.0954630229355504,"acclim"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"endurance","swim",5,15,1.95,12,NA,NA,NA,NA,2.1,12,"","Salmo trutta",NA,0.41569219381653,NA,0.464888528578965,849,"lnRR_Q10_acute_t1",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"endurance","swim",5,15,1.95,12,NA,NA,NA,NA,2.1,12,"","Salmo trutta",NA,0.41569219381653,NA,0.464888528578965,850,"lnRR_Q10_acute_t2",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"endurance","swim",5,15,1.95,12,NA,NA,NA,NA,2.1,12,"","Salmo trutta",NA,0.41569219381653,NA,0.464888528578965,851,"lnRR_Q10_acclim",0.074107972153722,0.0045539320264595,"acclim"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"endurance","swim",5,15,1.95,12,NA,NA,NA,NA,2.1,12,"","Salmo trutta",NA,0.41569219381653,NA,0.464888528578965,852,"lnVR_Q10_acute_t1",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"endurance","swim",5,15,1.95,12,NA,NA,NA,NA,2.1,12,"","Salmo trutta",NA,0.41569219381653,NA,0.464888528578965,853,"lnVR_Q10_acute_t2",NA,NA,"acute"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"endurance","swim",5,15,1.95,12,NA,NA,NA,NA,2.1,12,"","Salmo trutta",NA,0.41569219381653,NA,0.464888528578965,854,"lnVR_Q10_acclim",0.538996500732687,0.0909090909090909,"acclim"
"p038_o","Chordata","Actinopterygii","Salmoniformes","Salmonidae","f","c","a",53.33,1.66,1,42,"endurance","swim",5,15,1.95,12,NA,NA,NA,NA,2.1,12,"","Salmo trutta",NA,0.41569219381653,NA,0.464888528578965,855,"lnCVR_Q10_acute_t1",NA,NA,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.05,20,8,20,0.2,20,8,20,"units in leg strokes/20 s","Halozetes marinus",0.894427190999916,0.894427190999916,-3.68887945411394,-0.668454567969574,856,"r1.1_sd",0.447213595499958,0.0556361149378503,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.05,20,8,20,0.2,20,8,20,"units in leg strokes/20 s","Halozetes marinus",0.894427190999916,0.894427190999916,-3.68887945411394,-0.668454567969574,857,"r2.1_sd",0.894427190999916,0.0556361149378503,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.05,20,8,20,0.2,20,8,20,"units in leg strokes/20 s","Halozetes marinus",0.894427190999916,0.894427190999916,-3.68887945411394,-0.668454567969574,858,"lnRR_Q10_acute_t1",1.36160174852952,0.00300453599048186,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.05,20,8,20,0.2,20,8,20,"units in leg strokes/20 s","Halozetes marinus",0.894427190999916,0.894427190999916,-3.68887945411394,-0.668454567969574,859,"lnRR_Q10_acute_t2",3.68887945411394,1.000625,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.05,20,8,20,0.2,20,8,20,"units in leg strokes/20 s","Halozetes marinus",0.894427190999916,0.894427190999916,-3.68887945411394,-0.668454567969574,860,"lnRR_Q10_acclim",1.36160174852952,0.00300453599048186,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.05,20,8,20,0.2,20,8,20,"units in leg strokes/20 s","Halozetes marinus",0.894427190999916,0.894427190999916,-3.68887945411394,-0.668454567969574,861,"lnVR_Q10_acute_t1",0.693147180559945,0.0526315789473684,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.05,20,8,20,0.2,20,8,20,"units in leg strokes/20 s","Halozetes marinus",0.894427190999916,0.894427190999916,-3.68887945411394,-0.668454567969574,862,"lnVR_Q10_acute_t2",0,0.0526315789473684,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.05,20,8,20,0.2,20,8,20,"units in leg strokes/20 s","Halozetes marinus",0.894427190999916,0.894427190999916,-3.68887945411394,-0.668454567969574,863,"lnVR_Q10_acclim",0.693147180559945,0.0526315789473684,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.05,20,8,20,0.2,20,8,20,"units in leg strokes/20 s","Halozetes marinus",0.894427190999916,0.894427190999916,-3.68887945411394,-0.668454567969574,864,"lnCVR_Q10_acute_t1",-0.668454567969574,0.0556361149378503,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.3,20,7.3,20,0.1,20,7.3,20,"units in leg strokes/20 s","Halozetes fulvus",0.447213595499958,0.894427190999916,-3.59731226058845,-0.461818044659296,865,"r1.1_sd",0.447213595499958,0.0552725479861302,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.3,20,7.3,20,0.1,20,7.3,20,"units in leg strokes/20 s","Halozetes fulvus",0.447213595499958,0.894427190999916,-3.59731226058845,-0.461818044659296,866,"r2.1_sd",0.447213595499958,0.0552725479861302,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.3,20,7.3,20,0.1,20,7.3,20,"units in leg strokes/20 s","Halozetes fulvus",0.447213595499958,0.894427190999916,-3.59731226058845,-0.461818044659296,867,"lnRR_Q10_acute_t1",1.15496522521924,0.00207801163587192,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.3,20,7.3,20,0.1,20,7.3,20,"units in leg strokes/20 s","Halozetes fulvus",0.447213595499958,0.894427190999916,-3.59731226058845,-0.461818044659296,868,"lnRR_Q10_acute_t2",4.29045944114839,1.00075060987052,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.3,20,7.3,20,0.1,20,7.3,20,"units in leg strokes/20 s","Halozetes fulvus",0.447213595499958,0.894427190999916,-3.59731226058845,-0.461818044659296,869,"lnRR_Q10_acclim",1.15496522521924,0.00264096903876176,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.3,20,7.3,20,0.1,20,7.3,20,"units in leg strokes/20 s","Halozetes fulvus",0.447213595499958,0.894427190999916,-3.59731226058845,-0.461818044659296,870,"lnVR_Q10_acute_t1",0,0.0526315789473684,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.3,20,7.3,20,0.1,20,7.3,20,"units in leg strokes/20 s","Halozetes fulvus",0.447213595499958,0.894427190999916,-3.59731226058845,-0.461818044659296,871,"lnVR_Q10_acute_t2",0.693147180559945,0.0526315789473684,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.3,20,7.3,20,0.1,20,7.3,20,"units in leg strokes/20 s","Halozetes fulvus",0.447213595499958,0.894427190999916,-3.59731226058845,-0.461818044659296,872,"lnVR_Q10_acclim",0.693147180559945,0.0526315789473684,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.3,20,7.3,20,0.1,20,7.3,20,"units in leg strokes/20 s","Halozetes fulvus",0.447213595499958,0.894427190999916,-3.59731226058845,-0.461818044659296,873,"lnCVR_Q10_acute_t1",-1.15496522521924,0.0547095905832403,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.5,20,8.2,20,0.2,20,8.7,20,"units in leg strokes/20 s","Podacarus auberti",0.894427190999916,0.894427190999916,-3.07961375753469,-1.24703229378638,874,"r1.1_sd",0.894427190999916,0.0595600503438541,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.5,20,8.2,20,0.2,20,8.7,20,"units in leg strokes/20 s","Podacarus auberti",0.894427190999916,0.894427190999916,-3.07961375753469,-1.24703229378638,875,"r2.1_sd",0.447213595499958,0.0595600503438541,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.5,20,8.2,20,0.2,20,8.7,20,"units in leg strokes/20 s","Podacarus auberti",0.894427190999916,0.894427190999916,-3.07961375753469,-1.24703229378638,876,"lnRR_Q10_acute_t1",1.18784342239605,0.00699488399762047,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.5,20,8.2,20,0.2,20,8.7,20,"units in leg strokes/20 s","Podacarus auberti",0.894427190999916,0.894427190999916,-3.07961375753469,-1.24703229378638,877,"lnRR_Q10_acute_t2",3.77276093809464,0.250528471396486,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.5,20,8.2,20,0.2,20,8.7,20,"units in leg strokes/20 s","Podacarus auberti",0.894427190999916,0.894427190999916,-3.07961375753469,-1.24703229378638,878,"lnRR_Q10_acclim",1.24703229378638,0.00692847139648567,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.5,20,8.2,20,0.2,20,8.7,20,"units in leg strokes/20 s","Podacarus auberti",0.894427190999916,0.894427190999916,-3.07961375753469,-1.24703229378638,879,"lnVR_Q10_acute_t1",0,0.0526315789473684,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.5,20,8.2,20,0.2,20,8.7,20,"units in leg strokes/20 s","Podacarus auberti",0.894427190999916,0.894427190999916,-3.07961375753469,-1.24703229378638,880,"lnVR_Q10_acute_t2",0.693147180559945,0.0526315789473684,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.5,20,8.2,20,0.2,20,8.7,20,"units in leg strokes/20 s","Podacarus auberti",0.894427190999916,0.894427190999916,-3.07961375753469,-1.24703229378638,881,"lnVR_Q10_acclim",0,0.0526315789473684,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,2.5,20,8.2,20,0.2,20,8.7,20,"units in leg strokes/20 s","Podacarus auberti",0.894427190999916,0.894427190999916,-3.07961375753469,-1.24703229378638,882,"lnCVR_Q10_acute_t1",-1.18784342239605,0.0596264629449889,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,3.2,20,12.5,20,0.2,20,11.3,20,"units in leg strokes/20 s","Halozetes belgicae",2.23606797749979,1.78885438199983,-2.6479462770325,-0.568504735352669,883,"r1.1_sd",0.894427190999916,0.0577908636407665,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,3.2,20,12.5,20,0.2,20,11.3,20,"units in leg strokes/20 s","Halozetes belgicae",2.23606797749979,1.78885438199983,-2.6479462770325,-0.568504735352669,884,"r2.1_sd",0.447213595499958,0.0577908636407665,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,3.2,20,12.5,20,0.2,20,11.3,20,"units in leg strokes/20 s","Halozetes belgicae",2.23606797749979,1.78885438199983,-2.6479462770325,-0.568504735352669,885,"lnRR_Q10_acute_t1",1.36257783450257,0.00550625,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,3.2,20,12.5,20,0.2,20,11.3,20,"units in leg strokes/20 s","Halozetes belgicae",2.23606797749979,1.78885438199983,-2.6479462770325,-0.568504735352669,886,"lnRR_Q10_acute_t2",4.0342406381524,0.251253034693398,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,3.2,20,12.5,20,0.2,20,11.3,20,"units in leg strokes/20 s","Halozetes belgicae",2.23606797749979,1.78885438199983,-2.6479462770325,-0.568504735352669,887,"lnRR_Q10_acclim",1.26165191591261,0.00515928469339807,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,3.2,20,12.5,20,0.2,20,11.3,20,"units in leg strokes/20 s","Halozetes belgicae",2.23606797749979,1.78885438199983,-2.6479462770325,-0.568504735352669,888,"lnVR_Q10_acute_t1",0.916290731874155,0.0526315789473684,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,3.2,20,12.5,20,0.2,20,11.3,20,"units in leg strokes/20 s","Halozetes belgicae",2.23606797749979,1.78885438199983,-2.6479462770325,-0.568504735352669,889,"lnVR_Q10_acute_t2",1.38629436111989,0.0526315789473684,"acute"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,3.2,20,12.5,20,0.2,20,11.3,20,"units in leg strokes/20 s","Halozetes belgicae",2.23606797749979,1.78885438199983,-2.6479462770325,-0.568504735352669,890,"lnVR_Q10_acclim",0.693147180559945,0.0526315789473684,"acclim"
"p039_o","Arthropoda","Arachnida","Acarina","Podacaridae","t","w","a",-46.9,37.75,1,7,"sprint","run",0,10,3.2,20,12.5,20,0.2,20,11.3,20,"units in leg strokes/20 s","Halozetes belgicae",2.23606797749979,1.78885438199983,-2.6479462770325,-0.568504735352669,891,"lnCVR_Q10_acute_t1",-0.44628710262842,0.0581378289473684,"acute"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,73.92,2,NA,NA,NA,NA,223.4,10,"","Lepomis macrochirus",NA,80.5748347810903,NA,0.754358145904316,892,"r1.1_sd",5.89727055509581,0.142936641450937,"acclim"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,73.92,2,NA,NA,NA,NA,223.4,10,"","Lepomis macrochirus",NA,80.5748347810903,NA,0.754358145904316,893,"r2.1_sd",NA,0.142936641450937,"acclim"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,73.92,2,NA,NA,NA,NA,223.4,10,"","Lepomis macrochirus",NA,80.5748347810903,NA,0.754358145904316,894,"lnRR_Q10_acute_t1",NA,NA,"acute"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,73.92,2,NA,NA,NA,NA,223.4,10,"","Lepomis macrochirus",NA,80.5748347810903,NA,0.754358145904316,895,"lnRR_Q10_acute_t2",NA,NA,"acute"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,73.92,2,NA,NA,NA,NA,223.4,10,"","Lepomis macrochirus",NA,80.5748347810903,NA,0.754358145904316,896,"lnRR_Q10_acclim",0.552990229650836,0.00404775256204842,"acclim"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,73.92,2,NA,NA,NA,NA,223.4,10,"","Lepomis macrochirus",NA,80.5748347810903,NA,0.754358145904316,897,"lnVR_Q10_acute_t1",NA,NA,"acute"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,73.92,2,NA,NA,NA,NA,223.4,10,"","Lepomis macrochirus",NA,80.5748347810903,NA,0.754358145904316,898,"lnVR_Q10_acute_t2",NA,NA,"acute"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,73.92,2,NA,NA,NA,NA,223.4,10,"","Lepomis macrochirus",NA,80.5748347810903,NA,0.754358145904316,899,"lnVR_Q10_acclim",1.30734837555515,0.138888888888889,"acclim"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,73.92,2,NA,NA,NA,NA,223.4,10,"","Lepomis macrochirus",NA,80.5748347810903,NA,0.754358145904316,900,"lnCVR_Q10_acute_t1",NA,NA,"acute"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,131.2,6,NA,NA,NA,NA,187.67,10,"","Lepomis megalotis",NA,81.3654041961324,NA,0.316131097453107,901,"r1.1_sd",30.2267034259444,0.0457997332255632,"acclim"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,131.2,6,NA,NA,NA,NA,187.67,10,"","Lepomis megalotis",NA,81.3654041961324,NA,0.316131097453107,902,"r2.1_sd",NA,0.0457997332255632,"acclim"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,131.2,6,NA,NA,NA,NA,187.67,10,"","Lepomis megalotis",NA,81.3654041961324,NA,0.316131097453107,903,"lnRR_Q10_acute_t1",NA,NA,"acute"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,131.2,6,NA,NA,NA,NA,187.67,10,"","Lepomis megalotis",NA,81.3654041961324,NA,0.316131097453107,904,"lnRR_Q10_acute_t2",NA,NA,"acute"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,131.2,6,NA,NA,NA,NA,187.67,10,"","Lepomis megalotis",NA,81.3654041961324,NA,0.316131097453107,905,"lnRR_Q10_acclim",0.178981112396596,0.00691084433667432,"acclim"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,131.2,6,NA,NA,NA,NA,187.67,10,"","Lepomis megalotis",NA,81.3654041961324,NA,0.316131097453107,906,"lnVR_Q10_acute_t1",NA,NA,"acute"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,131.2,6,NA,NA,NA,NA,187.67,10,"","Lepomis megalotis",NA,81.3654041961324,NA,0.316131097453107,907,"lnVR_Q10_acute_t2",NA,NA,"acute"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,131.2,6,NA,NA,NA,NA,187.67,10,"","Lepomis megalotis",NA,81.3654041961324,NA,0.316131097453107,908,"lnVR_Q10_acclim",0.495112209849703,0.0388888888888889,"acclim"
"p040_o","Chordata","Actinopterygii","Perciformes","Centrarchidae","f","w","a",30.611828,-95.533111,1,14,"rest_MR","MR",10,30,131.2,6,NA,NA,NA,NA,187.67,10,"","Lepomis megalotis",NA,81.3654041961324,NA,0.316131097453107,909,"lnCVR_Q10_acute_t1",NA,NA,"acute"
